State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Rural_Households,Urban_Households,Sex Ratio,Literacy rate
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,653430,421766,468178,252588,215590,832,428,404,470969,149795,1069210,243035,1509708,171581,1148,463,2875,256,304856,91565,86.51240712863594,63.622043889432625
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,1565394,1166283,990345,494226,496119,4736,2363,2373,934157,503218,3056829,436792,3981502,483750,4947,1286,7898,349,926088,80582,102.39922718889962,60.782220833767234
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,783705,520808,562505,297386,265119,3873,2074,1799,565357,249557,1183689,248072,1823930,147842,7050,4951,1203,7328,309592,195321,89.00463006744617,65.27124196251081
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,600541,382569,318001,166662,151339,164,89,75,459037,140052,1241132,131877,1075440,750368,5952,5295,189,517,335888,115486,91.00346774972002,53.42347468048675
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,603596,413491,309980,166454,143526,15,9,6,430934,93742,1131940,129517,1375788,273967,1263,504,2033,606,299785,65985,87.8726570013246,61.3954591770211
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,692964,477279,460544,248195,212349,801,398,403,493991,134873,1167320,234069,1612968,176327,1300,478,819,155,363933,41323,86.47024931093013,65.15162143744739
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,507279,306145,555397,291303,264094,193,102,91,402644,236442,960510,321410,1372381,220423,2225,522,687,545,349856,30764,90.77216646690161,50.851840089622634
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1183722,771098,544231,278947,265284,80269,41003,39266,804857,312116,2447571,528388,2928462,620244,5006,767,4619,383,742324,42775,96.06359543578165,54.84067527291009
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,397586,243605,240519,126325,114194,71610,36834,34776,326783,176568,718241,131354,1163804,33724,1351,1034,69,20390,258013,43819,90.5727046805749,52.48814661523651
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,1742440,1384820,948294,498799,449495,7506,4036,3470,1226399,316407,3047032,203029,3537787,985070,20493,23883,3877,4975,344155,717566,91.68444369457033,68.13443088841044
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,302283,185823,220898,117389,103509,647,355,292,237153,112523,526282,130422,815142,57454,965,389,94,234,198298,48525,87.82952152638101,55.72253464207188
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,712110,491775,368206,196507,171699,478,258,220,466067,94773,1307689,137174,1746649,100723,1729,475,8814,4161,338475,72783,88.09867754135641,64.42955929503904
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,943346,564400,506580,271295,235285,1520,826,694,635142,205797,1706245,179248,2310776,216933,3179,2872,883,2056,407488,177802,86.31683276949803,59.19266138606398
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,773082,589962,474537,241498,233039,22915,11464,11451,475413,221334,1509221,212343,1769937,428555,2109,340,564,155,352207,99321,97.89631195226737,61.788928941852284
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1254520,886968,624149,334198,289951,3390,1828,1562,898810,191729,2353150,153995,2183255,1185643,10582,24912,1855,18544,381520,422303,88.61849668874535,62.18587102377712
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,865837,562846,661129,347436,313693,20132,10480,9652,613061,268935,1614974,334372,2292534,195765,2373,1133,341,701,465152,77963,90.27403753099516,57.216666599919094
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,1357435,906413,731406,385244,346162,685,377,308,1193439,224372,3354195,338384,2488265,2248392,13157,7555,1260,2426,692398,355518,90.63729183528511,47.44017505426439
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,1448528,968811,561250,298587,262663,317,176,141,1081569,210075,2851868,323641,2382914,1711453,6495,18601,1516,16345,673746,296104,88.90525085322831,58.34034027173084
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,654290,406805,333558,176436,157122,1714,892,822,534939,83666,1412402,224192,1449007,489686,3510,84787,360,138,371752,89638,89.45925474019639,52.24477315932441
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,250122,151393,60429,30755,29674,550427,276742,273685,251691,229603,386554,96815,827293,25597,358,72,32,14077,209813,24269,98.25468767133302,46.26559028770015
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1121381,810178,709252,351054,358198,723,380,343,704569,362032,2142540,386563,2731351,452394,3920,1451,7795,746,711085,41701,99.81140475130519,60.18928429757371
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1165965,799878,1030367,526735,503632,1756,876,880,867393,337317,2200849,507882,2975998,413243,3634,2424,722,397,705025,73393,94.32110614182142,57.72453215463306
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,630408,413258,307936,162844,145092,358,207,151,609693,127568,1598558,230238,1073890,1181337,9201,65316,384,1307,396775,143217,90.852193295307,44.68094488485623
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1220114,856994,764450,407029,357421,980,517,463,911136,126208,2429038,273050,1966892,1454052,6523,18627,1937,10208,605082,284156,88.99572870924581,59.92149739988264
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,567098,387851,369039,187413,181626,1593,823,770,383482,155987,1175714,241825,1300586,404410,1766,447,4393,95,324972,27179,97.22545466253322,55.67621647369406
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,915142,575788,532673,285280,247393,508,259,249,783313,108901,2114324,275192,2412595,527581,4630,51090,2312,301,520289,134714,87.15963553354918,49.589594410581206
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,1397702,886031,1446427,767033,679394,1602,833,769,1171252,251350,3061390,473554,3555450,893725,6579,11611,2663,1410,827583,111319,88.77867891737507,50.93080005495103
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,601988,383720,421661,218996,202665,385018,197825,187193,463611,266788,1132160,371261,1738769,103567,3963,1649,1747,487,337048,91040,91.75070829695761,52.92224300008751
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1300248,939654,851587,431438,420149,696,358,338,869838,372794,2554485,501634,3119590,650261,4453,1629,9989,426,839737,49891,98.32574770733726,58.9895439092343
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1053063,720521,948588,494487,454101,2926,1558,1368,851014,273730,1983623,332663,2732016,363453,3574,1204,920,240,596317,121039,90.68718418096702,57.05838467594078
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1389116,1014787,486958,256483,230475,28617,14992,13625,921234,299474,2456133,182146,3107681,546987,7696,3309,1146,1898,438935,316129,91.31709591296334,65.37957447711229
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,231604,204893,150995,72695,78300,1281,633,648,142460,155751,324295,10274,611250,7752,1895,256,201,31,260056,21082,113.86005957104723,70.11932415109253
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,97546,81937,72061,35623,36438,1982,971,1011,58708,64930,136260,8985,257509,1440,397,46,102,7,96031,3880,109.04557373357142,69.0590154599112
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,155395,125161,79317,39718,39599,12260,6021,6239,93832,87108,210665,3845,385818,4395,428,323,190,11,163434,22906,101.86761241500895,71.6425990475096
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,102015,75711,47383,24188,23195,1339,777,562,60427,39139,160082,4032,249563,8693,870,336,24,28,85202,12839,98.01563393708294,68.44882302193739
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,189623,155927,120378,60111,60267,19535,9558,9977,113539,102951,266949,5432,475105,6015,1401,260,185,13,183687,26256,102.01708273089685,71.47747699296086
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,227406,180588,102130,50371,51759,875,459,416,140821,139621,338489,8129,609835,7374,656,290,32,91,227059,27177,107.7047243830247,65.91914122898999
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,598525,439314,238264,124385,113879,123037,61758,61279,444578,146880,1057444,165250,1104452,372267,6064,162768,505,738,269406,145253,92.00449939041644,62.94121785284996
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,128237,86889,80567,40833,39734,3512,1651,1861,84265,73011,172810,4387,324859,3554,353,167,563,74,112148,9061,95.78402937181562,65.17271256581618
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1299337,933655,1174447,593440,581007,368690,183467,185223,1050822,415398,2130454,647374,3033581,290450,3865,386,260,2904,900515,90885,95.67399943963724,62.08491511880143
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,2918040,2329168,2115719,1079584,1036135,489447,243581,245866,2293083,618168,4806312,973182,6008472,1599764,21220,16675,1602,1674,1364868,862368,94.54950718308478,67.99047834141425
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1201481,956966,1033140,529001,504139,242484,119787,122697,1029770,301833,2170801,611510,2181515,1298054,10906,582,258,1152,831044,134565,95.5645143278315,61.62758493880204
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,596474,487211,482754,248312,234442,275366,138025,137341,499560,203427,973289,279932,1232850,412788,24794,276,148,323,390949,70077,95.55272462987008,64.64836339600399
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,717673,597912,317275,161495,155780,397389,197251,200138,479586,204140,1163097,66041,1366681,105086,141848,2032,209240,1840,303284,215675,97.04510706218879,71.23503443481049
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,1942824,1662382,718951,367053,351898,15094,7761,7333,1498170,321675,3030184,181662,3535844,1270641,8666,4380,1258,9699,483384,869313,93.93762603371135,74.33369986035136
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2211777,1866611,1344021,680992,663029,229243,113249,115994,1713608,439262,3366275,583380,4574569,870204,7300,2662,1730,2160,992085,647953,96.08616053204427,73.89528631699294
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1396622,1102158,1458278,750841,707437,731704,365868,365836,1091361,421549,2359936,349672,3156781,445817,186279,2994,50676,1461,798378,319426,95.29606709617036,64.5205102397565
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,1926915,1661222,241932,128053,113879,10684,5729,4955,1412466,383274,2700954,12388,3440290,926414,39758,13849,4771,21178,0,1308106,90.79934113102446,79.79500050481532
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,1152019,934413,835430,432744,402686,313984,157528,156456,1086461,451386,2450998,545759,1914352,2045151,13209,747,359,639,830318,128678,94.43164918468605,52.30667022659442
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,2177187,1878647,897534,460143,437391,91035,46163,44872,1985667,604240,4513900,842294,2359061,4707573,18102,766,348,3037,1501066,350899,95.82857807608633,57.09380899565543
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,1878866,1601689,1546917,798258,748659,140700,71142,69558,1554090,288517,3324993,556134,3728482,1382682,33835,849,514,281,1081381,468390,94.72689398621131,67.35341357690223
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1002058,622847,567767,290789,276978,540652,271803,268849,801254,448388,1680473,492205,2373120,227249,8646,622,209,3052,653219,99433,95.73298793049547,55.455331957960695
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,853495,636172,807950,418288,389662,162816,81831,80985,799627,275999,1931508,442328,1482943,1501170,16702,477,432,1324,683981,94269,93.87530898104916,49.53776585945289
