State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Rural_Households,Urban_Households,Sex Ratio,Literacy rate
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,465704,460725,75429,36988,38441,52897,26228,26669,335399,177842,664120,63390,1009179,96740,65838,232,161,4534,269817,115572,109.44601881056195,78.68691081155228
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,890552,962245,201211,97183,104028,6574,3175,3399,536738,267733,1323318,71706,1460447,224545,435056,268,146,74,331419,392117,110.01883250324238,87.07616215705599
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1425723,1429953,268411,131573,136838,16559,8349,8210,913249,336094,2033045,71391,1509557,514397,1248137,860,614,1176,369694,804997,102.67196523493772,86.99995247362591
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,471881,451129,145486,72399,73087,55815,27995,27820,331710,184653,592611,145698,541854,82206,481507,100,189,44,391610,20823,100.6074441759164,83.23098647939446
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1012956,1125478,83350,40260,43090,41371,20141,21230,609377,214739,1698887,82988,1509592,742483,262526,424,1118,193,306288,566191,113.55212172202538,84.75748938863728
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,516476,521016,53283,26385,26898,48857,23950,24907,325095,137903,844377,38774,729987,486913,87454,151,362,130,251641,166164,107.97772238245153,79.35687924275744
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1074345,1165928,328263,157801,170462,10761,5195,5566,644362,267663,1723350,92193,1697635,508500,421598,208,272,63,523715,401415,111.34263268985252,85.00775032016317
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,861592,888206,153909,75503,78406,21972,10974,10998,530322,205413,1238816,63052,983598,126499,858608,204,358,83,481967,196194,103.92165975240863,88.61751355118201
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1266939,1348504,199191,97279,101912,15228,7429,7799,752333,196648,2137312,64198,1734958,1211131,131516,297,235,601,323793,666543,109.81745031415242,84.74383345975252
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1597404,1713911,308266,151557,156709,22990,11272,11718,898157,164267,3050496,117405,1135259,2888849,81556,205,179,68,634543,522586,109.80774645875589,80.51007556675063
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1122600,1116892,403833,197451,206382,48972,24314,24658,746121,296219,1767594,249949,1875980,812936,114397,220,238,78,665899,228442,106.69212741949482,79.69909613535407
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1354857,1430551,372977,178589,194388,26759,12624,14135,864101,367568,2069758,94470,2194057,452915,630573,404,301,76,559293,609824,108.72940004223364,84.36981947503307
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1282261,1396287,324350,156480,167870,9430,4362,5068,789511,306216,2025473,73941,1823442,532839,757484,259,278,62,336748,715119,110.78322459434764,85.81789055491478
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,328136,317449,32578,16406,16172,151443,74476,76967,228639,111438,477343,101630,404460,234185,174453,61,312,1797,266183,11805,103.49827227372761,78.97837097208289
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,254120,182475,74385,37841,36544,358543,177977,180566,207401,139070,402766,130376,686524,21473,2132,606,86,1653,147388,60325,97.62841783737873,58.27194866243926
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,290304,178805,175764,92216,83548,82072,42447,39625,231829,83441,529801,122387,778214,40707,635,8009,1352,15094,169606,37135,90.40120584809289,55.51119373401762
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,626468,521155,125426,61576,63850,383026,186979,196047,488610,404404,808684,459796,1519384,38542,5295,1050,72162,4778,400074,70793,102.05918463792689,67.43987476038639
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,313642,236284,87991,44478,43513,962145,482182,479963,365928,287969,731984,267196,1318869,58222,2967,2361,416,2289,250358,48912,98.16984585466297,39.68060749804636
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,529783,409986,159296,81621,77675,667018,333166,333852,453887,333093,788382,358157,1505745,37590,3271,1078,9651,3759,318945,87704,97.10848860661933,59.654162027521295
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,676513,418404,374799,204212,170587,6131,3283,2848,455775,64993,1182237,158266,1595400,66776,973,4047,12215,19950,271211,88385,83.74255402479169,64.29323460588783
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,920314,740376,357516,185902,171614,69429,35966,33463,644960,222497,1503604,105195,1755861,525434,23432,10789,21688,25950,118893,581826,91.81323970779772,70.03995257819179
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,233073,175606,64254,33037,31217,230095,116420,113675,211925,116414,429508,156295,552526,180840,1199,1074,19883,1884,115979,62861,95.06800444783066,53.92632022030832
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,572010,371023,405313,215258,190055,73597,38081,35516,481518,270279,1010578,238364,1676918,70351,1980,968,250,10409,375869,95048,88.2635898564395,53.50921341939144
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,731294,562904,232244,118465,113779,769778,385785,383993,582263,375721,1132938,422668,1923920,100692,4893,2258,24471,7830,413142,140802,96.42882641845503,61.89604394616346
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,445737,301978,246337,129877,116460,166295,84809,81486,367711,206884,689624,250165,1186420,47966,1681,1096,119,25005,303387,66514,91.0062806610936,59.1444203891889
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,303815,187630,200270,107132,93138,15061,7870,7191,225662,95498,465594,93744,747693,28483,683,490,7923,453,160453,43401,87.25238422780056,62.46488737267304
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,550716,374653,292007,150260,141747,272701,139174,133527,451501,291175,821039,310606,1376591,174259,2355,2330,382,6497,274995,101014,94.16372077545542,59.17759949862986
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,638479,438859,145436,74291,71145,1222814,614619,608195,597079,430895,1157819,437437,2051219,116202,2261,1607,328,12199,412348,103364,96.43604664225212,49.28819883676084
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,222759,155955,39782,20366,19416,455789,225699,230090,203383,186542,314599,190962,605435,6736,4238,260,61,687,218021,9774,100.19834447718611,53.754591752729496
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,400537,253443,193115,100646,92469,190819,98206,92613,335454,179443,726622,175615,1172248,49203,1208,3271,529,13474,212765,72320,91.19058398859188,52.67579473209834
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,803114,554096,393068,210354,182714,72133,37704,34429,548820,136491,1346725,120348,1835299,141735,4119,24790,4361,18058,172720,272172,86.36941027783408,66.79064740978998
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,203807,148743,92865,48553,44312,159678,81446,78232,156852,74127,339486,101256,527462,38640,683,676,93,1573,112714,31845,93.48421845216696,61.80046102740746
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,469199,341445,205007,107237,97770,197300,101041,96259,345435,132647,763268,181967,1175203,52269,4453,3127,1550,3888,209650,105746,91.35226791013142,65.3034196640754
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1289631,1019499,545239,280184,265055,217679,112687,104992,939055,329140,2008502,185528,2728225,415142,18523,25696,11496,71667,200371,587947,92.78918256770456,70.47127030665331
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,980307,776161,348029,179858,168171,375231,189915,185316,705970,299654,1457665,283636,2159065,203652,23142,13256,4320,33728,272284,352477,92.85457042241391,71.30580293258323
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,214582,137499,17427,8770,8657,891818,446359,445459,265489,249632,509927,115649,960925,15733,38423,141,65,8871,211080,24713,99.02955790323928,34.34775737331325
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,460583,330190,155717,79369,76348,317699,159799,157900,348410,195464,748168,223902,1240650,37232,3158,1167,157,5342,276151,72880,95.16867493538646,61.20335097465872
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,348033,256929,48425,24652,23773,610528,299918,310610,300235,259414,495256,318909,849518,16558,12450,436,297,1789,279674,37258,100.83023652507651,57.347533664168814
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,502898,331693,249024,126822,122202,33092,17023,16069,397714,282009,660688,266350,1192588,125548,1120,849,242,19029,302287,81832,96.29626375300029,62.26381311403741
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,747652,432033,421519,228548,192971,17030,8947,8083,525329,150664,1289977,148222,1875495,76159,1092,557,3234,6681,319298,95288,84.00774229537717,60.00523914403577
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,307889,200945,111162,56400,54762,71441,36738,34703,245708,172974,407385,136330,741288,67324,1508,1110,224,14165,174235,67962,95.44803893501287,61.59718279510016
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,332140,220419,207990,109421,98569,170879,87697,83182,275375,156623,584522,198847,974748,35214,418,186,37,4734,256744,32179,90.5451000974732,54.35790737024357
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,479093,341127,225891,119226,106665,205006,105627,99379,370366,147472,813759,228151,1195235,120331,1725,2262,253,10637,251272,74441,90.13090448028008,61.59671432122481
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,488797,315448,295718,151260,144458,53751,27477,26274,429768,315835,800211,330820,1433879,106928,1243,460,121,1599,331894,69823,95.6201626905185,52.0272814193687
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,485090,340790,198612,100629,97983,409865,206290,203575,411446,279534,764089,305946,1267043,151071,3996,1353,175,29353,266716,107151,97.0994566814902,56.75882037209232
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,845572,596185,383508,198144,185364,311985,161696,150289,617184,374762,1373160,463506,2268838,85414,1964,832,986,655,523910,94489,93.05411803118113,60.959508791572134
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,908607,637112,501630,266306,235324,221936,114771,107165,682077,323958,1372423,378560,2198297,103480,5580,4146,991,62992,448408,165507,89.32893508255079,64.98828232409402
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,801051,570730,398569,205987,192582,319975,163166,156809,590487,320862,1317586,371584,2158623,59471,2228,1163,364,3135,461831,114173,92.56541064972203,61.54423525136444
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,469208,311154,271281,141366,129915,145512,74391,71121,364559,221528,725245,227026,1163607,137980,1404,640,357,6232,270427,59220,91.7872650981436,59.509109821158944
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,485341,378853,130797,66830,63967,519856,258121,261735,394660,289774,694697,376404,1145052,79739,1857,360,7288,4982,335045,47542,98.18546040331725,62.66221265420037
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,348761,255433,89733,45547,44186,476008,236947,239061,292402,200655,573006,258991,997073,42426,2372,912,268,1737,233594,57846,97.41139696419214,56.67526215617651
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,543509,351103,353914,182961,170953,37836,19416,18420,431857,286014,794810,303157,1321003,174724,815,631,179,13755,312611,73997,93.80425869932866,59.14082347831433
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,208201,119824,108391,57838,50553,161448,82637,78811,183788,93667,410406,115261,638702,41396,230,6387,201,379,150146,26376,90.13029874179068,47.687686901859536
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,573242,327604,321515,171565,149950,227802,117111,110691,481001,278280,966769,220440,1648749,51200,1117,7151,3421,12171,367859,66759,87.65594507471774,52.19118797253846
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,353030,247755,130202,66174,64028,313304,159192,154112,284289,177471,665273,262030,1077545,34419,511,128,92,93,250953,25916,95.69534928947479,53.306779836970165
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,459353,288587,361604,190666,170938,67857,34923,32934,402776,252542,789848,223852,1383475,44143,588,251,109,15569,322772,60220,90.06464085854634,51.75460812114318
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,730817,510173,523869,267235,256634,48730,24925,23805,569425,328017,1089422,302003,1718204,233133,4659,3241,945,24622,300765,188684,95.50187003893578,62.45973554304673
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,210907,145765,58147,29902,28245,300687,151988,148699,175698,113993,355067,145690,620515,15966,667,190,70,220,138100,29966,94.98297416791159,55.318739744214106
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,512344,350574,292144,154504,137640,67603,34993,32610,401583,148819,908473,228308,1287391,149548,1313,914,295,18490,292579,83830,89.57064223044617,59.1495501670808
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,758977,652304,364059,186244,177815,100280,51359,48921,520362,247792,1045752,388521,1107809,357253,4483,1504,328033,10205,308158,196077,94.5553846582877,77.80342531531403
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1207104,1044771,506374,259398,246976,404128,205834,198294,837577,398745,1652123,667943,2055177,421410,7223,2242,383891,11360,508921,272894,95.0639803129187,77.96149831483721
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,488709,411151,200372,100421,99951,88886,44515,44371,345054,252251,603029,312183,1009352,26502,2145,831,154458,1017,283843,72575,98.23193288413265,74.9674673882436
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,987185,731322,351254,179777,171477,32722,16806,15916,727819,527729,1329501,373566,2174672,320395,2097,824,68482,8719,563114,135457,91.61200083610925,66.4787011774245
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1048892,830982,470895,241445,229450,124837,64153,60684,734024,485617,1366617,603227,1845424,354236,3531,1668,364229,12242,575405,152787,93.35641017973025,72.68702503771858
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,872565,706050,348365,176898,171467,389441,196753,192688,648565,409607,1146135,473983,1780085,92297,10701,5251,286734,3861,451324,233331,96.14168996488806,71.61502458595831
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,723388,570528,127571,65068,62503,647315,327034,320281,570448,365922,1114492,429536,1825460,187901,3653,1422,13405,12818,382777,146013,94.57321463979711,63.09132452597981
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,542837,461406,175961,87434,88527,214253,105944,108309,383151,282268,657088,281414,1153861,26157,1827,2160,125282,1568,319702,66813,99.90915329663187,75.93479656440381
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,450551,340192,182565,93379,89186,111954,57674,54280,330903,238279,608163,226483,863199,127552,992,643,176679,5278,242456,41913,94.18714353102621,67.16323592489883
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,1629223,1262659,389273,199427,189846,604367,310150,294217,1186472,677099,2366346,937174,3457615,560261,7091,3091,143865,27404,796223,373565,92.49951646631305,68.36734621506758
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,699428,496095,272266,138957,133309,42263,21988,20275,545030,385856,1028160,300937,1504641,274221,12542,1629,152540,9619,404746,98084,93.68248089667249,61.02577479038267
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1559760,1266085,504461,253390,251071,30206,15478,14728,1125204,578850,2171947,266028,3379906,286558,15573,1570,29766,154882,796496,382818,95.69259306755634,72.90619894060914
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,932432,718240,480913,247918,232995,57488,29872,27616,670018,376839,1407339,416578,2006984,367664,2387,935,66535,6387,428616,157016,92.76717407355044,67.25917571375717
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,1959220,1714588,867713,439205,428508,437571,223566,214005,1334211,534349,2785010,423587,3492202,390974,34667,20469,668050,24528,430844,877522,95.12028427970944,78.94601349071789
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1255222,934203,640483,328797,311686,281695,143892,137803,925232,568721,1867339,632395,2501741,471951,3902,13540,354189,5049,591119,230563,94.28591246044246,65.13641183211693
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,512099,394410,47985,24273,23712,1141933,568026,573907,442898,349167,856230,438176,1521618,96182,8467,685,4969,6191,333440,71572,97.83417549839768,54.99676938897466
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,2397538,1947828,554687,282213,272474,1564369,792547,771822,1746286,1017042,3343859,730228,5237009,693052,23946,8912,94783,38212,904661,764271,93.43766886081465,71.15167752354725
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,644304,493506,265184,136354,128830,36039,18569,17470,473795,300121,883660,299525,1437623,178925,942,340,28216,4530,367158,77832,92.39798731334189,68.64300641418554
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,666291,491523,247308,125883,121425,40514,20570,19944,501422,321375,1013289,317806,1328385,306364,2081,1371,187899,6238,293480,133759,94.73373847932378,63.058810970727954
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,3940210,3231513,1180703,602755,577948,348876,179132,169744,2809816,1239177,5380415,414461,8090254,673704,134192,27090,340404,127786,1165718,2056739,91.49486048733729,76.05698045943076
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,619012,580380,66948,31967,34981,20374,10402,9972,407008,307068,900993,153117,1307211,187197,1990,230,113467,3347,538538,100824,112.19608971503874,74.26258568519364
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1121550,927917,353093,177108,175985,18333,9406,8927,800214,414890,1607039,290693,2440312,239607,9098,1260,38210,87453,626872,226801,96.56529649070019,72.62094798172878
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1201034,1024660,323236,161703,161533,29635,15210,14425,844805,510142,1648794,297241,2691952,146970,4408,1182,141315,12810,774522,200949,98.81238408781329,74.09740054152472
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,348289,317778,55586,26830,28756,6976,3575,3401,229676,117502,502473,81816,780384,26264,15471,219,24762,1046,295847,44989,103.59114565861233,78.39301077736623
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,1651266,1259410,649745,331960,317785,77592,39785,37807,1206933,691462,2419361,558334,3795424,441254,9882,1279,35497,28134,779929,376302,93.8080267450441,67.41177593175715
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,4591396,3635765,730089,377885,352204,1542451,769192,773259,3363123,1129644,6567381,418004,8716055,1355630,280700,39149,449617,172052,713994,2904157,88.57631560910187,74.38563209099914
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,552617,466841,188830,96569,92261,149507,76698,72809,392316,215919,692539,282170,1057096,53854,2696,2147,175417,5663,268486,120218,94.61448117477202,78.37318396585418
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,487703,382214,229462,117867,111595,80471,41403,39068,340353,229439,627368,310195,859949,142672,1707,518,179330,8476,274925,55921,92.99631469832437,72.66505730228207
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1115980,906594,328518,167009,161509,514057,260896,253161,815475,540524,1416349,739718,2251401,239236,4567,1596,249874,11422,629243,168889,95.24058691587469,72.9552711275785
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,87313,69020,22113,11085,11028,3287,1625,1662,62807,47130,127462,15109,175102,18691,4264,56,76,16,34977,21172,99.86109006415114,65.85242566312411
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,51053,39249,540,321,219,128280,63622,64658,42615,33623,67944,8315,10810,3086,129049,136,400,59,30377,3783,93.32788050255434,62.630564148090606
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,104013,91922,443,244,199,254787,126328,128459,70594,52061,151488,8282,12034,2886,254979,152,495,87,52972,4853,97.48091053162369,71.4718230996232
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,148012,116465,1000,536,464,419210,214519,204691,124143,109479,245526,30369,43833,1649,426819,140,2409,53,38008,1826,93.73370046457467,55.19735029677678
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,47403,37603,22,17,5,134626,68226,66400,37237,33438,69976,1924,2995,589,134760,59,425,57,23982,4119,94.34718326401459,60.43753688206981
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,152617,116687,40593,20137,20456,1808,929,879,109377,85942,226849,33106,267146,107323,4322,106,114,24,65961,38302,100.22670682254737,63.79071838699285
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,70148,59681,248,160,88,173606,87970,85636,46533,41396,96069,3852,7553,1115,174112,108,635,70,36084,5806,94.25874701746237,70.56000608702269
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,102513,89634,509,304,205,305180,153861,151319,72262,53811,191844,19246,17272,3359,289708,56,1004,38,62698,11518,97.1908474597297,60.439359958731366
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,287270,290760,5642,2924,2718,661158,320048,341110,204303,122483,499136,40889,144935,14185,543394,2495,3111,303,106248,108843,101.07705679137379,69.98602773627533
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,87371,100156,1317,784,533,376099,185866,190233,88839,65341,240944,35766,12456,1646,271596,34,284,45,76546,7171,101.30116921822861,47.46029094663954
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,45003,37059,319,188,131,134237,68140,66097,32826,20243,89265,5565,7036,1050,132984,27,332,10,35930,3713,94.52507858411917,57.654530892126964
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,193438,165264,8810,4535,4275,474009,236772,237237,151914,103779,387598,39725,122936,106788,389956,209,3392,144,139351,18594,98.44921782211816,55.76045677617129
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,117307,113371,168,93,75,375097,189134,185963,89694,73651,220116,37184,6498,1533,366881,58,1313,38,74832,12299,97.95111374958057,60.15683472373984
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,169547,171048,627,388,239,373542,182517,191025,104643,69993,225673,11434,13249,5264,379134,105,1570,76,20570,80341,100.88774025191951,85.08302336445097
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,51440,49362,17,16,1,123466,61954,61512,34129,26213,65403,5823,1075,699,123446,9,151,45,18395,12717,98.37350918154856,80.16382361127678
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,34147,31748,84,59,25,73609,36917,36692,22733,13939,47283,5921,4000,4426,75210,16,108,2,9669,12507,95.61722354256955,78.48847596926926
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,36444,26417,146,105,41,112354,57044,55310,28517,17049,72328,3153,1668,522,63892,52,51549,122,21993,5273,94.5477648146009,53.31993146385736
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,64515,56607,178,125,53,153533,77180,76353,46230,32062,83136,10662,5231,1290,127124,74,27543,93,21479,17315,94.74731876802065,75.03159303218773
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,32977,27214,51,42,9,82080,42075,40005,24016,15323,47025,2553,2989,1782,69104,13,12328,25,16726,4129,92.65637547961096,69.69454865453199
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,21861,20372,83,52,31,54642,27226,27416,12211,7250,37113,957,933,514,54977,11,102,4,7043,5784,97.85269636986781,74.650899706579
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,27598,26878,32,20,12,62889,31381,31508,18261,14136,32540,1284,991,335,63444,6,60,9,7472,8018,97.6713037654866,83.89054006190617
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,150142,127895,0,0,0,223989,110892,113097,99645,51705,227461,8990,108900,31212,234239,566,1270,2148,49116,62853,91.90603564444714,73.39728782955089
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,107038,90451,0,0,0,224738,110617,114121,68140,46685,153163,2198,25496,4384,234955,998,1519,80,31845,44255,92.84429284861045,73.69322506977925
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,83479,76015,0,0,0,178431,90567,87864,57084,42983,94555,9166,9840,2057,181847,78,442,66,37536,17742,92.51968503937007,81.95065306080505
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,67432,52194,0,0,0,238285,124343,113942,79425,68229,102606,10836,8102,3444,236494,84,1256,314,43607,7415,89.94633898279356,47.80068728522337
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,57926,47967,0,0,0,157146,79536,77610,41556,38721,83141,3159,3563,950,158224,31,350,17,38903,7295,95.14228054882199,64.79885936677722
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,63653,53858,0,0,0,190916,98212,92704,52931,45223,98442,3913,2979,1052,191864,27,572,5,40690,9451,92.86786418529819,59.77283362835459
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,67385,60823,0,0,0,156621,78816,77805,42096,36316,87931,6438,5605,2043,158236,34,318,8,38499,8170,96.84397372936513,77.07447863751405
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,53504,49377,0,0,0,136561,68071,68490,41178,38288,61291,11955,2580,772,136995,39,286,6,31267,6044,97.64522515691479,73.09121393607423
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,902359,718873,478586,243597,234989,275678,137748,137930,684020,248687,1387822,358214,2197709,94254,6434,237,111,201,601154,82440,95.69526398923247,69.8647592854905
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,596269,497871,334896,168687,166209,30428,15361,15067,409559,59040,1037738,151377,1398543,104202,745,169,81,111,373862,54244,98.13445400257807,72.635804604149
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1103033,908436,498633,254456,244177,93745,47437,46308,761876,174489,1688105,248298,2457729,141263,11985,1026,6276,1180,579529,210768,94.00854549217895,76.64286503560719
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,464093,365817,234079,118755,115324,162056,80878,81178,340552,94981,757278,163636,1185542,4805,727,124,366,39,315390,36979,94.71508815804293,69.57598479557952
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,153663,108874,39175,19037,20138,313714,151902,161812,155907,138026,283884,153199,353160,1556,219482,53,2180,66,152095,23050,104.26078718334853,45.436011747664054
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1262652,947398,688235,342111,346124,118928,59172,59756,990027,511745,2027259,565448,3486059,13315,23975,590,174,170,795476,219918,98.34730763740025,62.62483950976912
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,228092,177787,104620,52580,52040,176758,88273,88485,172018,75689,331798,56809,553587,12783,10462,1441,80,70,103224,73962,95.32340153021673,70.03891252016807
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,484177,317859,286580,142133,144447,449456,221171,228285,447290,304640,824939,436733,1555367,4975,11160,796,175,1225,456336,38412,100.33883834476134,50.86256372596583
